query,intent
Is my order on the way? ASAP,order_status
"excuse me, when will i get my refund? urgently",refund_status
"Please, Account locked immediately",account_issues
"hey, i'm not satisfied",complaint
how do i unlock my account.,account_issues
"please, when will i receive my order? thanks",order_status
Is it possible to Delivery fee thank you,shipping_inquiry
Reset my password,account_issues
Is it possible to Expected delivery date? urgently,order_status
I need to Shipping rates urgently,shipping_inquiry
Can I Can I cancel my order??,order_cancellation
"Hello, I need this order cancelled immediately",order_cancellation
i would like to i want to file a complaint right away,complaint
would you exchange for store credit!,return_exchange
"please, refund status!",refund_status
Business hours now,general_inquiry
Best seller products,product_information
Would you Refund amount incorrect.,refund_status
"Hi, Merge accounts thanks",account_issues
Reset my password immediately,account_issues
could you refund and return thank you,return_exchange
I need to I no longer want this order please,order_cancellation
How do I Not as described,complaint
"please, i'd like to cancel before it ships",order_cancellation
i want to standard shipping.,shipping_inquiry
"Please, Please cancel my recent order thank you",order_cancellation
Same day delivery,shipping_inquiry
I want to When will my order arrive?!,order_status
"hello, i need to cancel an order right away",order_cancellation
"hello, not as described?",complaint
is it possible to create new password,account_issues
Would you Is my order on the way?!,order_status
How do I I want to speak to a manager?,complaint
I need to Account security concern ASAP,account_issues
i want to shipping discount immediately,shipping_inquiry
"excuse me, quality issue return now",return_exchange
"Hi, Verification code not received urgently",account_issues
how do i refund and return.,return_exchange
"excuse me, update my email!",account_issues
"Please, The product is broken thanks",complaint
"Please, Money deducted but order failed thank you",payment_issues
"hey, item availability now",product_information
"excuse me, how do i cancel my order?!",order_cancellation
"please, refund not showing please",refund_status
"excuse me, general question please",general_inquiry
Do you have this in stock?,product_information
"hey, return policy?",return_exchange
I want to Shipping charges immediately,shipping_inquiry
"Hi, Is anyone there? please",general_inquiry
"Excuse me, Shipping time right away",shipping_inquiry
how do i refund amount incorrect immediately,refund_status
Item availability,product_information
How do I Dissatisfied customer ASAP,complaint
"hey, general help immediately",general_inquiry
"excuse me, i'd like to cancel before it ships thanks",order_cancellation
"please, wrong order, please cancel right away",order_cancellation
"excuse me, how to return? now",return_exchange
Is it possible to Poor quality product thank you,complaint
"hey, bad experience now",complaint
I would like to 30 day return please,return_exchange
Payment stuck,payment_issues
I would like to Change my phone number,account_issues
"hello, where is my refund? thank you",refund_status
how do i is my package lost? now,order_status
I need to Please cancel my recent order now,order_cancellation
I would like to Email not recognized!,account_issues
Unlock my account!,account_issues
Would you I'd like to cancel my purchase now,order_cancellation
would you item availability?,product_information
"excuse me, where is my delivery? immediately",order_status
i want to best seller products?,product_information
"excuse me, shipping discount urgently",shipping_inquiry
Account hacked,account_issues
"Please, Do you have this in stock? immediately",product_information
can i not as described urgently,complaint
Free shipping? thank you,shipping_inquiry
Is it possible to Free shipping? now,shipping_inquiry
Could you Hello,general_inquiry
"Please, Product dimensions?",product_information
I would like to I feel cheated immediately,complaint
How do I Track my refund please,refund_status
"Hello, Is this product good? immediately",product_information
would you expedited shipping ASAP,shipping_inquiry
"hi, product reviews immediately",product_information
"Excuse me, Account security concern thanks",account_issues
is it possible to any updates on my order? please,order_status
Delivery days,shipping_inquiry
Is it possible to Priority shipping.,shipping_inquiry
"excuse me, track my refund now",refund_status
could you account locked!,account_issues
"Hello, First time customer urgently",general_inquiry
"hey, can i still cancel my order? immediately",order_cancellation
