query,intent
"hello, where is my order?!",order_status
would you shipping cost urgently,shipping_inquiry
Could you I need to complain thanks,complaint
can i i want to cancel my order urgently,order_cancellation
how do i hello please,general_inquiry
I need to Transaction failed immediately,payment_issues
Can I Partial refund received urgently,refund_status
"Hello, Full refund please?",refund_status
"Please, Shipping options",shipping_inquiry
"hello, where is my package? ASAP",order_status
Did my order ship yet?,order_status
i would like to account recovery thank you,account_issues
"hey, contact information urgently",general_inquiry
i need to is this product good? now,product_information
I want to Quick question now,general_inquiry
"Hi, Product quality.",product_information
I need to Contact information ASAP,general_inquiry
"excuse me, my order hasn't arrived now",order_status
Would you This is fraud please,complaint
"hi, i feel cheated",complaint
This is not what I ordered urgently,complaint
Can I How to return? thanks,return_exchange
Would you Refund amount incorrect.,refund_status
"Hello, Wrong size, need exchange urgently",return_exchange
"hey, is this item available? now",product_information
can i cancel my order please ASAP,order_cancellation
How do I Schedule a return ASAP,return_exchange
can i new here thank you,general_inquiry
i need to i want to speak to a manager urgently,complaint
i would like to delivery fee ASAP,shipping_inquiry
i want to i need information thanks,general_inquiry
can i return shipping!,return_exchange
"Hello, Refund confirmation ASAP",refund_status
"please, the product is broken urgently",complaint
"hey, what's the status of my order?!",order_status
could you return pickup please,return_exchange
I would like to Account recovery thanks,account_issues
"Excuse me, Product features please",product_information
can i i'm waiting for my order!,order_status
I would like to Payment unsuccessful please,payment_issues
I want to Refund status thanks,refund_status
is it possible to item arrived damaged right away,complaint
is it possible to same day delivery right away,shipping_inquiry
"hey, information needed urgently",general_inquiry
i would like to dissatisfied customer immediately,complaint
Can I Shipping cost please,shipping_inquiry
How do I Is it too late to cancel? thank you,order_cancellation
I need to Best seller products thanks,product_information
"Hi, Merge accounts now",account_issues
"hey, is this item available?!",product_information
i would like to i'd like to exchange.,return_exchange
"Hi, Shipping cost please",shipping_inquiry
"excuse me, what's included in the package? immediately",product_information
"how do i item doesn't fit, return please",return_exchange
"hello, best seller products?",product_information
I need to 30 day return please,return_exchange
Could you Return shipping urgently,return_exchange
Is it possible to My order is taking too long.,order_status
i need to expedited shipping thank you,shipping_inquiry
could you how does this work?!,general_inquiry
"hi, is this compatible with...?",product_information
is it possible to payment unsuccessful!,payment_issues
Would you Error during payment thanks,payment_issues
can i credit not received thanks,refund_status
how do i item availability ASAP,product_information
"Hello, Cancel the items in my order immediately",order_cancellation
Can I Return my order right away,return_exchange
how do i payment issue with my account ASAP,payment_issues
would you account hacked now,account_issues
Would you Connect me to support thanks,general_inquiry
is it possible to delivery options thank you,shipping_inquiry
"excuse me, what's the status of my order? thank you",order_status
"Please, Shipping charges please",shipping_inquiry
Can I Return policy!,return_exchange
"hey, weekend delivery? now",shipping_inquiry
I need to Payment stuck immediately,payment_issues
"hi, check my order status thanks",order_status
I want to Can't access my account thank you,account_issues
could you track my refund immediately,refund_status
Refund to credit card,refund_status
"hello, not as described?",complaint
"Hello, Terrible customer service ASAP",complaint
i need to more info about the item ASAP,product_information
How do I Can someone help me? now,general_inquiry
"hello, hello urgently",general_inquiry
can i information needed.,general_inquiry
